vendor_disrupted,molecule,country,shipment_qty,delay_days,severity,lane_vendor_count,has_alternate,action,alternate_vendor,volume_coverage,route
SCMS from RDC,Zidovudine,Guyana,397.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Guyana
SCMS from RDC,Nevirapine,Uganda,36229.0,9,2,4,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Uganda
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Dominican Republic,8250.0,27,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Dominican Republic
SCMS from RDC,Zidovudine,Mozambique,13150.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.057,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Zambia,53787.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Nevirapine,Zimbabwe,10227.0,6,1,5,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Nevirapine,Zimbabwe,98203.0,6,1,5,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,0.754,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Zimbabwe,49000.0,7,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.274,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Uganda,100000.0,15,2,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.134,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Abacavir,"Congo, DRC",379.0,165,5,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,"ASPEN PHARMACARE -> Congo, DRC"
SCMS from RDC,Lamivudine,"Congo, DRC",373.0,165,5,2,True,T1_ALT_VENDOR_SAME_LANE,MICRO LABS LIMITED,1.0,"MICRO LABS LIMITED -> Congo, DRC"
SCMS from RDC,Lamivudine,Burundi,927.0,45,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Burundi
SCMS from RDC,Zidovudine,Burundi,1480.0,45,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Burundi
SCMS from RDC,Lamivudine/Zidovudine,"Congo, DRC",1413.0,164,5,2,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,"Congo, DRC",5076.0,164,5,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Abacavir/Lamivudine,"Congo, DRC",40.0,164,5,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,CIPLA LIMITED,1.0,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Zidovudine,Guyana,160.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Guyana
SCMS from RDC,Nevirapine,Zambia,35496.0,5,1,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.761,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Zambia,20000.0,85,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Tanzania,50000.0,9,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.445,Aurobindo Pharma Limited -> Tanzania
SCMS from RDC,Lamivudine,Côte d'Ivoire,4800.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Burundi,687.0,7,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Burundi
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,34552.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.44,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Efavirenz,South Sudan,66.0,20,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> South Sudan
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Côte d'Ivoire,50510.0,3,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.574,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Rwanda,36406.0,5,1,4,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Rwanda
SCMS from RDC,Lamivudine,Côte d'Ivoire,1481.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lopinavir/Ritonavir,Zambia,3599.0,29,3,3,True,T1_ALT_VENDOR_SAME_LANE,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0.348,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV) -> Zambia
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Tanzania,76134.0,46,4,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.585,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Tanzania
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Tanzania,1542.0,10,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Tanzania
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Zambia,123856.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.877,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Côte d'Ivoire,24765.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Zambia,2000.0,10,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Tanzania,151208.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.117,HETERO LABS LIMITED -> Tanzania
SCMS from RDC,Lopinavir/Ritonavir,Mozambique,12800.0,36,3,2,True,T1_ALT_VENDOR_SAME_LANE,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0.098,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV) -> Mozambique
SCMS from RDC,Lopinavir/Ritonavir,Burundi,200.0,6,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.)",1.0,"ABBVIE, SRL (FORMALLY ABBOTT LABORATORIES INTERNATIONAL CO.) -> Burundi"
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Tanzania,17000.0,25,3,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Tanzania
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Guyana,2158.0,35,3,3,True,T1_ALT_VENDOR_SAME_LANE,"PUETRO RICO PHARMACEUTICAL, INC.",1.0,"PUETRO RICO PHARMACEUTICAL, INC. -> Guyana"
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,9784.0,62,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Lamivudine/Zidovudine,"Congo, DRC",900.0,42,3,2,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,"CIPLA LIMITED -> Congo, DRC"
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,15000.0,59,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,33922.0,59,4,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.988,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Tanzania,57859.0,31,3,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.385,Aurobindo Pharma Limited -> Tanzania
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,90000.0,27,3,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.372,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Abacavir/Lamivudine,Uganda,3273.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Namibia,54147.0,13,2,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.823,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Namibia
SCMS from RDC,Nevirapine,Zambia,41768.0,20,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.646,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Abacavir/Lamivudine,Uganda,5403.0,25,3,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Côte d'Ivoire,50700.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.661,HETERO LABS LIMITED -> Côte d'Ivoire
SCMS from RDC,Abacavir/Lamivudine,Côte d'Ivoire,2000.0,12,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Zambia,1846.0,20,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Nevirapine,Mozambique,1400.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Mozambique
SCMS from RDC,Lamivudine/Zidovudine,Burundi,325.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Burundi
SCMS from RDC,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Nigeria,128500.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.225,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Nigeria
SCMS from RDC,Efavirenz,"Congo, DRC",300.0,12,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Abacavir,Rwanda,2966.0,14,2,4,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Rwanda
SCMS from RDC,Tenofovir Disoproxil Fumarate,Mozambique,960.0,17,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Nevirapine,Nigeria,253.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Nigeria,600.0,5,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Zidovudine,Côte d'Ivoire,8430.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.249,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Zidovudine,Uganda,3360.0,2,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Nevirapine,Uganda,2000.0,2,1,4,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Uganda
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Uganda,5500.0,7,1,3,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Uganda
SCMS from RDC,Zidovudine,Mozambique,6552.0,7,1,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.114,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Indinavir,Haiti,450.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.253,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Haiti
SCMS from RDC,Lamivudine,Côte d'Ivoire,4340.0,1,1,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Abacavir,Haiti,256.0,7,1,4,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Haiti
SCMS from RDC,Efavirenz,Haiti,168.0,7,1,8,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,55070.0,1,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.609,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Lamivudine,Haiti,3584.0,13,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Mozambique,48551.0,14,2,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.69,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Efavirenz,Zimbabwe,5900.0,4,1,3,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Stavudine,Haiti,14448.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.645,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Nigeria,33162.0,19,2,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.16,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Nigeria
SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Zambia,69247.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,0.283,CIPLA LIMITED -> Zambia
SCMS from RDC,Nevirapine,Tanzania,110000.0,3,1,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,0.245,HETERO LABS LIMITED -> Tanzania
SCMS from RDC,Abacavir,Côte d'Ivoire,5070.0,26,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Côte d'Ivoire
SCMS from RDC,Efavirenz,Côte d'Ivoire,1764.0,26,3,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.917,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Efavirenz,Côte d'Ivoire,69384.0,26,3,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),0.023,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Stavudine,Côte d'Ivoire,1013.0,9,2,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Côte d'Ivoire,4200.0,9,2,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Zambia,10000.0,25,3,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Haiti,400.0,16,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine,Haiti,8000.0,16,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Côte d'Ivoire,4800.0,8,2,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),1.0,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Lopinavir/Ritonavir,Ethiopia,2680.0,1,1,3,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Ethiopia
SCMS from RDC,Zidovudine,Uganda,10000.0,11,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.21,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Zidovudine,Côte d'Ivoire,5000.0,29,3,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.42,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Abacavir,Côte d'Ivoire,3564.0,51,4,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,ASPEN PHARMACARE,1.0,ASPEN PHARMACARE -> Côte d'Ivoire
SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Côte d'Ivoire,300.0,75,4,2,True,T1_ALT_VENDOR_SAME_LANE,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),1.0,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.) -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Nigeria,154667.0,40,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,0.217,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Zimbabwe,55000.0,30,3,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.244,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zimbabwe
SCMS from RDC,Lamivudine/Zidovudine,Mozambique,45000.0,14,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,Aurobindo Pharma Limited,0.338,Aurobindo Pharma Limited -> Mozambique
SCMS from RDC,Nevirapine,Zambia,84.0,20,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Efavirenz,Zambia,170858.0,57,4,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.207,Aurobindo Pharma Limited -> Zambia
SCMS from RDC,Lamivudine,Mozambique,2268.0,13,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Mozambique
SCMS from RDC,Nevirapine,Nigeria,22623.0,15,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.309,Aurobindo Pharma Limited -> Nigeria
SCMS from RDC,Nevirapine,Côte d'Ivoire,3500.0,35,3,3,True,T1_ALT_VENDOR_SAME_LANE,CIPLA LIMITED,1.0,CIPLA LIMITED -> Côte d'Ivoire
SCMS from RDC,Nevirapine,Haiti,4000.0,35,3,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Haiti
SCMS from RDC,Nevirapine,Ghana,25509.0,16,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.274,Aurobindo Pharma Limited -> Ghana
SCMS from RDC,Lamivudine/Zidovudine,Haiti,20642.0,2,1,5,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.737,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Lamivudine/Zidovudine,Uganda,32000.0,19,2,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.475,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Stavudine,Mozambique,538.0,10,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Mozambique
SCMS from RDC,Zidovudine,Zambia,1917.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.388,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Zidovudine,Zambia,44163.0,5,1,2,True,T1_ALT_VENDOR_SAME_LANE,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0.017,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Zambia
SCMS from RDC,Nevirapine,Haiti,2848.0,8,2,4,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Haiti
SCMS from RDC,Lamivudine/Stavudine,Zimbabwe,4593.0,7,1,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Efavirenz,Zimbabwe,6392.0,2,1,3,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Zimbabwe
SCMS from RDC,Nevirapine,Zambia,8000.0,10,2,3,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Zambia
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,"Congo, DRC",15.0,26,3,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,"MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Congo, DRC"
SCMS from RDC,Efavirenz,Haiti,1680.0,10,2,8,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Haiti
SCMS from RDC,Nevirapine,Burundi,170.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Burundi
SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Burundi,10000.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Burundi
SCMS from RDC,Zidovudine,Côte d'Ivoire,9000.0,9,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.233,Aurobindo Pharma Limited -> Côte d'Ivoire
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Nigeria,15594.0,4,1,2,True,T1_ALT_VENDOR_SAME_LANE,HETERO LABS LIMITED,1.0,HETERO LABS LIMITED -> Nigeria
SCMS from RDC,Nevirapine,Uganda,699.0,1,1,4,True,T1_ALT_VENDOR_SAME_LANE,STRIDES ARCOLAB LIMITED,1.0,STRIDES ARCOLAB LIMITED -> Uganda
SCMS from RDC,Lamivudine/Zidovudine,Uganda,2512.0,3,1,4,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,Aurobindo Pharma Limited -> Uganda
SCMS from RDC,Zidovudine,"Congo, DRC",738.0,143,5,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,1.0,"Aurobindo Pharma Limited -> Congo, DRC"
SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Mozambique,7680.0,8,2,1,True,T2_ALT_VENDOR_OTHER_COUNTRY,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),1.0,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES) -> Mozambique
SCMS from RDC,Zidovudine,Côte d'Ivoire,3000.0,10,2,2,True,T1_ALT_VENDOR_SAME_LANE,Aurobindo Pharma Limited,0.7,Aurobindo Pharma Limited -> Côte d'Ivoire
